molecule,Patient,Sample,Depth,Treat,hydroxyphenazine,pyocyanin,Phenazine-1-carboxylic acid,PCN,Pyochelin,NHQ,quinolone286a,quinolone286b,C9:db NHQ,HHQ,db HQNO,C11:db UHQa,C11:db UHQb,quinolone300,quinolone268,quinolone216,db HHQ,quinolone,quinolone202,quinolone282,quinolone312a,quinolone312b,quinolone328,quinolone354,quinolone370,HQNO,PQS,HQNO246a,HQNO246b,HQNO232,NQNO,C9 PQS,quinolone200,HQNO218,HQNO344,PQS302,PQS342,Rha668,RhaC10C10,RhaC10C10b,Rha682,Rha694,Rha696,Rha665,Rha724,Rha679,Rha696,Ampicillin,Rha522Na,Rha527Na,Rha673Na
179_NT10_GA10_01_32384.mzML,179,NT10,10,NT,5.292645875,6.031750917,6.409030476,4.515714926,3.010299957,4.821303864,4.668535005,3.274157849,5.012887819,5.438864983,4.999443747,3.579783597,2.309630167,2.301029996,4.003115717,4.817882546,4.911902996,3.256236533,4.37040205,5.370831246,3.005180513,3.203032887,2.301029996,2.832508913,3.053846427,6.351371851,5.127804292,4.727118143,3.277838333,4.955418337,3.262925469,3.519565501,4.575834185,4.681277427,4.150080686,3.112605002,2.922206277,3.465977368,3.015359755,3.206286044,3.480581787,2.806179974,3.378034322,2.913813852,2.301029996,3.033423755,3.086359831,6.392214214,3.286007122,2.670245853,3.347134783
187_NT1_BC7_01_31854.mzML,187,NT1,1,NT,4.64234579,6.906937894,5.710327266,4.838471279,3.90330708,6.608918647,6.134276582,2.301029996,3.558708571,6.241409995,2.301029996,5.682527737,2.301029996,2.301029996,5.593746707,4.001041058,5.373029762,5.115171003,2.73239376,5.985097597,4.850670736,4.680081572,5.395487148,2.88536122,4.57574191,6.19042135,6.726459542,4.525252182,2.301029996,4.090892626,2.301029996,2.301029996,3.082066934,3.362482475,4.666967018,3.674309889,2.301029996,5.740703674,5.252114831,4.930052023,5.520755946,5.61122608,6.291701771,5.078993011,5.610455741,5.951236463,6.156954788,6.246722072,6.184344993,3.079181246,5.398849337
187_NT2_BC8_01_31855.mzML,187,NT2,2,NT,2.301029996,6.719512592,5.937596118,4.907282343,3.834039018,6.731052455,5.759725243,2.963787827,4.848829306,6.006929613,2.643452676,5.659764123,2.301029996,2.301029996,5.490441697,4.014016229,5.139866498,5.08003452,2.301029996,6.196872267,4.831639454,4.770999205,4.841834806,4.025633511,3.419625361,5.798120054,5.679711277,4.459513108,3.323870607,4.423900919,2.301029996,2.301029996,2.973127854,3.763727404,4.597212368,3.758003009,2.301029996,6.41906842,6.107507088,4.916769684,5.644745737,5.985613266,6.349775466,5.218892457,5.445074633,5.997767208,6.18745529,6.210347418,6.182250263,3.465382851,5.916712869
187_NT3_BC9_01_31856.mzML,187,NT3,3,NT,4.773932647,6.682250522,6.219899786,5.024912364,3.306210508,6.601988761,4.954010824,3.203032887,4.737828506,5.957425295,3.860218185,5.526964418,3.705863712,2.301029996,5.056004854,3.997735777,5.008088936,4.831818603,2.866877814,5.664972741,3.958850452,4.211334164,4.213358354,3.608097946,3.038222638,5.777238273,4.622669845,4.445105802,3.038222638,4.554658726,2.301029996,2.301029996,3.017033339,3.641474111,4.488888996,3.165541077,2.301029996,6.443284897,6.115956478,4.891515157,5.36744538,5.758739351,6.111624051,4.926651077,5.04237072,5.68485254,5.798006667,5.087327016,6.160080584,2.852479994,5.902422833
187_NT4_BC10_01_31857.mzML,187,NT4,4,NT,4.385820687,5.78683657,5.907529593,4.795546351,3.049218023,6.271018687,4.688491012,3.810232518,4.528608216,5.874623274,4.272398632,2.301029996,3.283301229,3.515873844,4.746291609,3.716003344,4.805609588,4.608312043,2.301029996,5.131516012,3.380934463,3.757396029,3.79518459,4.279484429,2.546542663,5.666720105,4.264250982,4.22685757,2.754348336,4.434377261,2.738780558,3.240549248,2.565847819,3.041392685,3.731427587,2.614897216,2.627365857,6.280673959,5.863270504,4.254403046,5.032940938,5.344140664,5.393427781,4.555094449,4.539728306,4.92407243,5.259546099,6.240762849,5.768371672,3.018700499,5.754889338
187_NT5_BC11_01_31858.mzML,187,NT5,5,NT,4.608183598,5.98280834,5.389874558,3.850033258,2.716003344,5.174629573,4.132003393,3.395151592,5.646513511,5.853722541,4.667041813,4.046573198,3.793790385,3.410945859,4.177247836,3.139879086,4.408782494,4.537970128,2.387389826,4.858127974,2.722633923,2.73239376,3.255272505,4.390864484,2.301029996,5.424535369,4.169909442,3.357172258,2.551449998,3.3287872,2.301029996,3.070407322,2.932473765,3.149834697,2.301029996,2.301029996,2.301029996,5.732991709,5.315474925,3.312177356,4.466393046,4.623207927,5.107779607,4.008259415,3.744449457,4.603101049,3.218010043,5.834262981,5.389747118,3.247482261,5.062130535
187_NT6_BC12_01_31859.mzML,187,NT6,6,NT,4.965069934,4.26073902,5.996917758,4.839854985,2.477121255,5.479125957,4.46526385,3.182984967,5.769492532,5.825657161,5.057726947,4.847325831,3.888067113,3.609807769,4.304576689,3.97386645,5.053109189,4.556881174,2.602059991,4.959060482,2.551449998,3.101747074,3.609380944,4.280122896,3.294906911,6.099087829,4.18092832,4.502372488,2.301029996,4.178976947,3.46478752,3.692318044,3.269512944,3.905903766,3.870169721,2.847572659,2.301029996,5.982795689,5.60696147,3.137354111,4.592576435,4.764385381,5.423042609,4.141010553,4.107888025,4.912073191,5.30543736,3.858537198,5.16165544,3.316389751,5.238718362
187_NT7_BD1_01_31860.mzML,187,NT7,7,NT,4.755935805,6.432201947,6.471447208,5.180102926,3.402089351,5.85671681,4.611298362,3.339252634,4.955418337,6.101953177,5.020957614,4.42884723,3.332034277,4.037426498,4.752785738,4.108700297,5.172579581,4.209515015,3.064457989,5.149083567,3.13225969,3.171433901,3.435207103,2.477121255,3.646599752,6.112828793,4.086644521,4.731524301,2.873901598,4.713524143,3.241546481,3.611935625,3.563006187,4.049838001,4.387318625,3.241546481,2.940516485,6.005008821,5.516524797,3.474216264,4.421801289,5.072720343,5.496481291,3.986950788,4.259689423,5.018367578,5.391626603,5.136796641,5.520850203,2.556302501,5.577091789
187_NT8_BD2_01_31861.mzML,187,NT8,8,NT,5.049016339,6.417953053,6.416625199,5.208903355,3.541579244,5.608350569,4.308948386,3.046104787,4.841834806,5.619289554,4.713692103,4.131746945,3.602059991,2.824776462,4.376576957,4.380862195,5.142214211,3.719993826,2.301029996,5.278643871,2.998259338,2.998259338,2.992995098,2.584331224,2.789580712,5.946972713,4.016866271,4.766710207,2.301029996,4.791353747,3.336059278,3.556302501,3.335257256,4.008088936,4.387887911,2.741939078,2.84509804,5.732458095,5.230918727,3.344785123,4.299027632,4.74734965,4.956571791,3.911264171,2.301029996,4.523486332,4.474857031,6.319687229,5.040570696,4.469291706,5.404744797
187_NT9_BD3_01_31862.mzML,187,NT9,9,NT,4.827834339,5.97417813,6.353539256,4.849738721,2.7355989,4.802500068,3.785899028,2.670245853,4.437877346,5.24413852,4.524992948,3.589279221,2.62324929,3.247482261,3.334453751,4.282939166,4.933750417,2.915927212,2.716003344,5.140394898,2.827369273,2.57054294,2.521138084,2.930439595,3.097604329,5.474915236,3.79629674,4.280122896,2.301029996,4.573984941,3.783617765,3.458788882,3.171433901,3.719993826,4.500565777,2.301029996,2.541579244,5.069949151,4.58945809,2.301029996,3.688419822,4.198876927,4.556157712,3.331224781,2.651278014,4.097743059,4.422852372,6.186044999,4.423376962,2.301029996,4.805419293
187_NT10_BD4_01_31863.mzML,187,NT10,10,NT,4.880950716,5.895778235,6.482859869,4.928395852,3.29841638,4.493876111,3.682325619,2.77524626,4.704870882,4.777716739,4.354338977,3.350248018,2.840106094,3.407560849,3.776701184,4.495322277,5.078819183,2.722633923,3.23146959,5.379378045,2.832508913,2.803457116,2.301029996,2.712649702,3.489114369,5.066534635,4.136593747,4.042969073,3.036628895,4.18593859,3.484584529,3.754348336,3.486855355,3.228400359,4.417305583,2.387389826,2.639486489,4.997892911,4.461738568,3.309630167,3.680154142,4.095936102,4.450495447,3.484584529,2.84260924,4.039017322,3.430075056,6.283511087,4.491977675,3.269512944,4.614137591
328_NT1_BA1_01_31818.mzML,328,NT1,1,NT,4.460837729,6.587462662,5.994053064,4.910624405,4.246301577,4.134941711,4.356484781,2.684845362,2.980457892,3.798236176,2.301029996,3.337658891,2.521138084,2.84509804,3.449015316,2.301029996,3.062957834,2.619093331,2.301029996,5.268484364,3.362482475,2.763427994,2.471291711,2.944482672,2.709269961,4.474565891,2.401400541,3.796574333,2.380211242,3.713994268,2.434568904,3.221153322,2.301029996,3.0523091,3.718335579,2.989449818,2.800717078,6.50157463,6.053924685,4.845544513,5.446586869,5.98409145,6.320896199,4.894847527,5.484937286,5.84618861,6.02293949,6.369458549,6.278498435,3.161966616,5.910556108
328_NT2_BA2_01_31819.mzML,328,NT2,2,NT,4.281760372,6.857927555,6.062053741,5.028766397,4.498751518,4.992093797,4.657744056,2.515873844,3.055378331,4.176207055,3.288696261,3.068927612,3.430719888,3.557747742,3.330413773,2.301029996,3.496376054,2.829946696,2.301029996,5.833942271,3.349471799,3.192009593,3.177247836,2.781036939,2.772321707,4.235932254,3.700357528,3.797682935,2.505149978,3.537567257,3.35564305,3.510008513,2.741939078,3.263872677,4.526494355,2.565847819,2.702430536,6.601594613,6.210416981,5.238608063,5.630549908,6.144979982,6.452276007,5.152447353,5.606802555,6.016884652,6.393254321,6.347673411,6.496552727,2.301029996,5.947670901
328_NT3_BA3_01_31820.mzML,328,NT3,3,NT,4.395221521,6.513460524,5.824576173,4.712043286,4.289856403,4.497150888,4.337898326,2.610660163,2.301029996,4.080482179,3.211654401,3.089198367,2.924279286,3.514813295,3.090610708,2.301029996,2.948412966,2.79518459,2.301029996,5.427525058,2.850033258,3.259115844,2.334453751,3.109915863,2.922206277,4.272491401,3.35564305,3.480581787,3.138618434,2.862131379,2.822168079,3.305351369,2.301029996,2.531478917,4.18309894,3.306210508,2.301029996,6.430114418,5.989033122,4.763218284,5.312397411,5.84435041,6.152063187,4.793427157,5.108064146,5.6364558,5.757821004,6.370419818,6.198115806,3.445915414,5.886005398
328_NT4_BA4_01_31821.mzML,328,NT4,4,NT,4.319147716,6.174980362,5.663591631,4.400779677,3.919914481,4.041234731,4.14025657,2.301029996,2.561101384,3.914237348,2.301029996,2.301029996,2.561101384,2.565847819,3.079181246,2.301029996,2.619093331,2.301029996,2.301029996,4.966460881,2.797959644,2.301029996,2.301029996,3.209515015,2.940516485,4.293406755,3.367728546,3.380934463,2.301029996,3.308777774,3.671358003,2.769377326,2.301029996,2.301029996,3.877831891,2.816903839,2.301029996,6.166496422,5.63726552,3.988915521,4.829458161,5.372359583,5.60196878,4.32805325,4.469468548,5.080438877,5.310259863,6.373439461,5.841079028,2.878521796,5.708655407
328_NT5_BA5_01_31822.mzML,328,NT5,5,NT,4.432135158,6.29161923,5.822513285,4.400296168,3.911477217,4.202815141,3.948804046,2.301029996,2.606381365,4.016699138,2.565847819,2.301029996,2.77815125,2.998259338,2.998259338,2.301029996,2.959994838,2.829946696,2.408239965,5.054689643,2.992995098,2.565847819,2.301029996,3.064457989,2.639486489,4.007064656,3.256236533,3.345569756,2.301029996,2.716003344,3.336859821,3.211654401,2.651278014,2.301029996,3.947041405,2.907411361,2.301029996,6.175191628,5.671735487,4.13646689,4.783903579,5.299820976,5.503752561,4.244128619,4.32255006,4.997211583,4.503027615,6.338850766,5.828695979,2.757396029,5.731952808
328_NT6_BA6_01_31823.mzML,328,NT6,6,NT,4.052617001,6.677483946,6.349279859,5.087312808,4.545158614,4.355489833,4.639167624,2.584331224,3.452706227,4.47839332,3.265760917,3.521661015,2.342422681,2.301029996,3.801540906,2.614897216,3.334453751,2.803457116,2.301029996,5.218871468,2.738780558,2.859738566,2.301029996,2.871572936,2.944482672,3.658202253,3.820070034,3.77815125,2.924279286,3.72916479,3.013679697,3.383815366,2.772321707,2.610660163,4.347212886,2.515873844,2.301029996,6.360724402,5.881042108,4.45496675,4.900279715,5.35558943,5.521692371,4.405517107,4.455210428,5.018750415,4.824880473,6.291941315,6.024902522,2.738780558,5.811636661
328_NT7_BA7_01_31824.mzML,328,NT7,7,NT,4.078166708,6.264294466,6.233148468,4.687136403,4.366385597,4.295523119,4.47070443,2.387389826,3.294906911,4.464608761,2.301029996,2.301029996,2.301029996,2.301029996,3.406199424,2.301029996,3.472463897,2.309630167,2.79518459,5.300630261,3.498034724,2.541579244,2.301029996,2.301029996,2.924279286,3.628593256,3.056904851,3.595496222,2.751279104,3.643452676,3.479431337,3.073351702,2.301029996,2.627365857,4.416041067,2.883093359,2.741939078,6.015240685,5.489379034,3.326335861,4.240249632,4.709405657,4.971924949,3.823734988,3.866877814,4.48029446,3.664641976,6.284145472,5.519381661,3.101747074,5.578859166
328_NT8_BA8_01_31825.mzML,328,NT8,8,NT,4.049838001,6.101196986,6.099505231,4.514228887,4.373500478,3.780749231,4.253338005,2.301029996,3.34084055,4.428199609,3.236537261,2.301029996,2.301029996,2.318063335,2.781036939,2.428134794,3.312177356,2.301029996,2.301029996,5.355206238,2.301029996,2.551449998,2.301029996,2.301029996,3.314709693,3.041392685,3.087781418,3.633064273,2.301029996,3.308777774,2.488550717,3.028571253,2.880813592,2.301029996,4.191897934,2.309630167,2.301029996,5.622214023,5.115943177,3.07773118,3.815577748,4.317478314,4.62797999,2.880813592,3.616160313,4.15081782,3.630224411,6.267605337,4.974695872,3.042969073,5.278460925
328_NT9_BA9_01_31826.mzML,328,NT9,9,NT,4.153875814,5.782561481,6.031831645,4.289856403,4.269606331,3.333648757,3.917820482,2.45331834,2.814247596,4.208763733,2.531478917,2.301029996,2.301029996,2.301029996,3.476541809,2.840106094,3.293141483,2.301029996,2.301029996,5.300264964,2.301029996,2.499687083,2.658964843,2.928395852,2.614897216,4.16208624,3.445915414,3.483444648,2.301029996,3.556784782,3.331224781,2.909556029,2.301029996,2.781036939,4.193903403,2.918030337,2.350248018,5.20306554,4.679391552,3.128399269,3.470116353,3.908055874,4.341078237,3.222196046,3.096214585,3.803730171,3.825036441,6.270804565,4.59248765,2.301029996,4.848065895
328_NT10_BA10_01_31827.mzML,328,NT10,10,NT,4.124373786,5.314667608,5.889783362,4.124112792,3.943296615,2.928395852,3.283301229,2.301029996,2.722633923,4.184577875,2.754348336,2.301029996,2.301029996,2.301029996,2.64738297,2.301029996,3.152288344,2.301029996,2.301029996,5.273982248,2.940516485,2.301029996,2.301029996,2.64738297,3.266701967,3.769967801,2.992995098,2.677606953,2.301029996,3.354876423,2.950364854,3.121887985,2.301029996,2.688419822,4.187407902,2.301029996,2.829946696,4.813020247,4.256621546,2.551449998,3.039810554,3.661244609,4.091174361,3.079181246,3.186391216,3.587037118,3.804548308,6.269419538,4.194902674,2.72916479,4.538372625
X178_NT9_GA9_01_32168,178,NT9,9,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X178_NT8_GA8_01_32167,178,NT8,8,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X178_NT7_GA7_01_32166,178,NT7,7,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X178_NT6_GA6_01_32165,178,NT6,6,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X178_NT5_GA5_01_32164,178,NT5,5,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X178_NT4_GA4_01_32163,178,NT4,4,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X178_NT3_GA3_01_32162,178,NT3,3,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X178_NT2_GA2_01_32161,178,NT2,2,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X178_NT10_GA10_01_32169,178,NT10,10,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X178_NT1_GA1_01_32160,178,NT1,1,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X228_NT9_BA9_01_32060,228,NT9,9,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X228_NT8_BA8_01_32059,228,NT8,8,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X228_NT7_BA7_01_32058,228,NT7,7,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X228_NT6_BA6_01_32057,228,NT6,6,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X228_NT5_BA5_01_32056,228,NT5,5,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X228_NT4_BA4_01_32055,228,NT4,4,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X228_NT3_BA3_01_32054,228,NT3,3,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X228_NT2_BA2_01_32053,228,NT2,2,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
X228_NT10_BA10_01_32061,228,NT10,10,NT,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996,2.301029996
